Country Name,Country Code_x,Indicator Name_x,Indicator Code_x,Date,Value
Japan,JPN,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Latvia,LVA,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Lithuania,LTU,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Luxembourg,LUX,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Mexico,MEX,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Netherlands,NLD,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
New Zealand,NZL,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Norway,NOR,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Poland,POL,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Portugal,PRT,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Slovenia,SVN,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Spain,ESP,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Sweden,SWE,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Switzerland,CHE,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
United Kingdom,GBR,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
United States,USA,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Argentina,ARG,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Brazil,BRA,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Bulgaria,BGR,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Croatia,HRV,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Cyprus,CYP,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
India,IND,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Malta,MLT,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
North Macedonia,MKD,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Romania,ROU,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Serbia,SRB,"Population, total",SP.POP.TOTL,Indicator Name,GDP (current US$)
Australia,AUS,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Austria,AUT,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Belgium,BEL,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Canada,CAN,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Chile,CHL,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Colombia,COL,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Costa Rica,CRI,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Denmark,DNK,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Estonia,EST,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Finland,FIN,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
France,FRA,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Germany,DEU,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Greece,GRC,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Hungary,HUN,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Iceland,ISL,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Ireland,IRL,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Italy,ITA,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Japan,JPN,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Latvia,LVA,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Lithuania,LTU,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Luxembourg,LUX,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Mexico,MEX,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Netherlands,NLD,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
New Zealand,NZL,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Norway,NOR,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Poland,POL,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Portugal,PRT,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Slovenia,SVN,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Spain,ESP,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Sweden,SWE,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Switzerland,CHE,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
United Kingdom,GBR,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
United States,USA,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Argentina,ARG,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Brazil,BRA,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Bulgaria,BGR,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Croatia,HRV,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Cyprus,CYP,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
India,IND,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Malta,MLT,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
North Macedonia,MKD,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Romania,ROU,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Serbia,SRB,"Population, total",SP.POP.TOTL,Indicator Code,NY.GDP.MKTP.CD
Australia,AUS,"Population, total",SP.POP.TOTL,1960,18605666928.0
Austria,AUT,"Population, total",SP.POP.TOTL,1960,6592693841.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1960,11658722591.0
Canada,CAN,"Population, total",SP.POP.TOTL,1960,40461721693.0
Chile,CHL,"Population, total",SP.POP.TOTL,1960,4110000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,1960,4031152977.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1960,507513830.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1960,
Estonia,EST,"Population, total",SP.POP.TOTL,1960,
Finland,FIN,"Population, total",SP.POP.TOTL,1960,5224102196.0
France,FRA,"Population, total",SP.POP.TOTL,1960,62225478001.0
Germany,DEU,"Population, total",SP.POP.TOTL,1960,
Greece,GRC,"Population, total",SP.POP.TOTL,1960,4335186017.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1960,
Iceland,ISL,"Population, total",SP.POP.TOTL,1960,248434097.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1960,1939329775.0
Italy,ITA,"Population, total",SP.POP.TOTL,1960,40385288344.0
Japan,JPN,"Population, total",SP.POP.TOTL,1960,44307342950.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1960,
Lithuania,LTU,"Population, total",SP.POP.TOTL,1960,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1960,703925705.9
Mexico,MEX,"Population, total",SP.POP.TOTL,1960,13040000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1960,12276734172.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1960,5485854792.0
Norway,NOR,"Population, total",SP.POP.TOTL,1960,5163271598.0
Poland,POL,"Population, total",SP.POP.TOTL,1960,
Portugal,PRT,"Population, total",SP.POP.TOTL,1960,3193200404.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1960,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1960,
Spain,ESP,"Population, total",SP.POP.TOTL,1960,12072126075.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1960,15822585034.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1960,9522746719.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1960,73233967692.0
United States,USA,"Population, total",SP.POP.TOTL,1960,543300000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1960,
Brazil,BRA,"Population, total",SP.POP.TOTL,1960,17030465539.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1960,
Croatia,HRV,"Population, total",SP.POP.TOTL,1960,
Cyprus,CYP,"Population, total",SP.POP.TOTL,1960,
India,IND,"Population, total",SP.POP.TOTL,1960,37029883876.0
Malta,MLT,"Population, total",SP.POP.TOTL,1960,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1960,
Romania,ROU,"Population, total",SP.POP.TOTL,1960,
Serbia,SRB,"Population, total",SP.POP.TOTL,1960,
Australia,AUS,"Population, total",SP.POP.TOTL,1961,19681935267.0
Austria,AUT,"Population, total",SP.POP.TOTL,1961,7311749633.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1961,12400145222.0
Canada,CAN,"Population, total",SP.POP.TOTL,1961,40934952064.0
Chile,CHL,"Population, total",SP.POP.TOTL,1961,4609727273.0
Colombia,COL,"Population, total",SP.POP.TOTL,1961,4540447761.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1961,490325181.6
Denmark,DNK,"Population, total",SP.POP.TOTL,1961,
Estonia,EST,"Population, total",SP.POP.TOTL,1961,
Finland,FIN,"Population, total",SP.POP.TOTL,1961,5921659485.0
France,FRA,"Population, total",SP.POP.TOTL,1961,67461644222.0
Germany,DEU,"Population, total",SP.POP.TOTL,1961,
Greece,GRC,"Population, total",SP.POP.TOTL,1961,4961400439.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1961,
Iceland,ISL,"Population, total",SP.POP.TOTL,1961,253885656.3
Ireland,IRL,"Population, total",SP.POP.TOTL,1961,2088012282.0
Italy,ITA,"Population, total",SP.POP.TOTL,1961,44842760293.0
Japan,JPN,"Population, total",SP.POP.TOTL,1961,53508617739.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1961,
Lithuania,LTU,"Population, total",SP.POP.TOTL,1961,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1961,704145671.4
Mexico,MEX,"Population, total",SP.POP.TOTL,1961,14160000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1961,13493833740.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1961,5670064168.0
Norway,NOR,"Population, total",SP.POP.TOTL,1961,5632460937.0
Poland,POL,"Population, total",SP.POP.TOTL,1961,
Portugal,PRT,"Population, total",SP.POP.TOTL,1961,3417516639.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1961,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1961,
Spain,ESP,"Population, total",SP.POP.TOTL,1961,13834300571.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1961,17212686615.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1961,10712712465.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1961,77741965703.0
United States,USA,"Population, total",SP.POP.TOTL,1961,563300000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1961,
Brazil,BRA,"Population, total",SP.POP.TOTL,1961,17275940449.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1961,
Croatia,HRV,"Population, total",SP.POP.TOTL,1961,
Cyprus,CYP,"Population, total",SP.POP.TOTL,1961,
India,IND,"Population, total",SP.POP.TOTL,1961,39232435784.0
Malta,MLT,"Population, total",SP.POP.TOTL,1961,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1961,
Romania,ROU,"Population, total",SP.POP.TOTL,1961,
Serbia,SRB,"Population, total",SP.POP.TOTL,1961,
Australia,AUS,"Population, total",SP.POP.TOTL,1962,19921603763.0
Austria,AUT,"Population, total",SP.POP.TOTL,1962,7756110210.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1962,13264015675.0
Canada,CAN,"Population, total",SP.POP.TOTL,1962,42227447632.0
Chile,CHL,"Population, total",SP.POP.TOTL,1962,5416272727.0
Colombia,COL,"Population, total",SP.POP.TOTL,1962,4955543963.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1962,479180824.3
Denmark,DNK,"Population, total",SP.POP.TOTL,1962,
Estonia,EST,"Population, total",SP.POP.TOTL,1962,
Finland,FIN,"Population, total",SP.POP.TOTL,1962,6340580854.0
France,FRA,"Population, total",SP.POP.TOTL,1962,75607529810.0
Germany,DEU,"Population, total",SP.POP.TOTL,1962,
Greece,GRC,"Population, total",SP.POP.TOTL,1962,5213047711.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1962,
Iceland,ISL,"Population, total",SP.POP.TOTL,1962,284916516.2
Ireland,IRL,"Population, total",SP.POP.TOTL,1962,2260349684.0
Italy,ITA,"Population, total",SP.POP.TOTL,1962,50383891899.0
Japan,JPN,"Population, total",SP.POP.TOTL,1962,60723018684.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1962,
Lithuania,LTU,"Population, total",SP.POP.TOTL,1962,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1962,741509480.8
Mexico,MEX,"Population, total",SP.POP.TOTL,1962,15200000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1962,14647057370.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1962,6077496268.0
Norway,NOR,"Population, total",SP.POP.TOTL,1962,6066976683.0
Poland,POL,"Population, total",SP.POP.TOTL,1962,
Portugal,PRT,"Population, total",SP.POP.TOTL,1962,3668222358.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1962,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1962,
Spain,ESP,"Population, total",SP.POP.TOTL,1962,16138545209.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1962,18667251380.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1962,11879982759.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1962,81247564157.0
United States,USA,"Population, total",SP.POP.TOTL,1962,605100000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1962,24450604878.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1962,19231747852.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1962,
Croatia,HRV,"Population, total",SP.POP.TOTL,1962,
Cyprus,CYP,"Population, total",SP.POP.TOTL,1962,
India,IND,"Population, total",SP.POP.TOTL,1962,42161481858.0
Malta,MLT,"Population, total",SP.POP.TOTL,1962,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1962,
Romania,ROU,"Population, total",SP.POP.TOTL,1962,
Serbia,SRB,"Population, total",SP.POP.TOTL,1962,
Australia,AUS,"Population, total",SP.POP.TOTL,1963,21538806137.0
Austria,AUT,"Population, total",SP.POP.TOTL,1963,8374175258.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1963,14260017387.0
Canada,CAN,"Population, total",SP.POP.TOTL,1963,45029988561.0
Chile,CHL,"Population, total",SP.POP.TOTL,1963,5668187500.0
Colombia,COL,"Population, total",SP.POP.TOTL,1963,4836166667.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1963,511902136.8
Denmark,DNK,"Population, total",SP.POP.TOTL,1963,
Estonia,EST,"Population, total",SP.POP.TOTL,1963,
Finland,FIN,"Population, total",SP.POP.TOTL,1963,6885920329.0
France,FRA,"Population, total",SP.POP.TOTL,1963,84759195106.0
Germany,DEU,"Population, total",SP.POP.TOTL,1963,
Greece,GRC,"Population, total",SP.POP.TOTL,1963,5895278024.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1963,
Iceland,ISL,"Population, total",SP.POP.TOTL,1963,340061650.1
Ireland,IRL,"Population, total",SP.POP.TOTL,1963,2430843768.0
Italy,ITA,"Population, total",SP.POP.TOTL,1963,57710743060.0
Japan,JPN,"Population, total",SP.POP.TOTL,1963,69498131797.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1963,
Lithuania,LTU,"Population, total",SP.POP.TOTL,1963,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1963,791140595.8
Mexico,MEX,"Population, total",SP.POP.TOTL,1963,16960000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1963,15891241386.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1963,6638937283.0
Norway,NOR,"Population, total",SP.POP.TOTL,1963,6510239503.0
Poland,POL,"Population, total",SP.POP.TOTL,1963,
Portugal,PRT,"Population, total",SP.POP.TOTL,1963,3905734460.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1963,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1963,
Spain,ESP,"Population, total",SP.POP.TOTL,1963,19074913948.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1963,20204870630.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1963,13063643796.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1963,86561961812.0
United States,USA,"Population, total",SP.POP.TOTL,1963,638600000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1963,18272123664.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1963,23287712878.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1963,
Croatia,HRV,"Population, total",SP.POP.TOTL,1963,
Cyprus,CYP,"Population, total",SP.POP.TOTL,1963,
India,IND,"Population, total",SP.POP.TOTL,1963,48421923459.0
Malta,MLT,"Population, total",SP.POP.TOTL,1963,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1963,
Romania,ROU,"Population, total",SP.POP.TOTL,1963,
Serbia,SRB,"Population, total",SP.POP.TOTL,1963,
Australia,AUS,"Population, total",SP.POP.TOTL,1964,23799977601.0
Austria,AUT,"Population, total",SP.POP.TOTL,1964,9169983886.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1964,15960106681.0
Canada,CAN,"Population, total",SP.POP.TOTL,1964,49377522897.0
Chile,CHL,"Population, total",SP.POP.TOTL,1964,5982347826.0
Colombia,COL,"Population, total",SP.POP.TOTL,1964,5973366667.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1964,542578367.2
Denmark,DNK,"Population, total",SP.POP.TOTL,1964,
Estonia,EST,"Population, total",SP.POP.TOTL,1964,
Finland,FIN,"Population, total",SP.POP.TOTL,1964,7766655086.0
France,FRA,"Population, total",SP.POP.TOTL,1964,94007851047.0
Germany,DEU,"Population, total",SP.POP.TOTL,1964,
Greece,GRC,"Population, total",SP.POP.TOTL,1964,6669673257.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1964,
Iceland,ISL,"Population, total",SP.POP.TOTL,1964,434267936.9
Ireland,IRL,"Population, total",SP.POP.TOTL,1964,2766608946.0
Italy,ITA,"Population, total",SP.POP.TOTL,1964,63175417019.0
Japan,JPN,"Population, total",SP.POP.TOTL,1964,81749006382.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1964,
Lithuania,LTU,"Population, total",SP.POP.TOTL,1964,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1964,903158753.9
Mexico,MEX,"Population, total",SP.POP.TOTL,1964,20080000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1964,18699380731.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1964,7274144351.0
Norway,NOR,"Population, total",SP.POP.TOTL,1964,7159202706.0
Poland,POL,"Population, total",SP.POP.TOTL,1964,
Portugal,PRT,"Population, total",SP.POP.TOTL,1964,4235608178.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1964,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1964,
Spain,ESP,"Population, total",SP.POP.TOTL,1964,21343844644.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1964,22532416750.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1964,14480556572.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1964,94407558351.0
United States,USA,"Population, total",SP.POP.TOTL,1964,685800000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1964,25605249382.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1964,20963733695.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1964,
Croatia,HRV,"Population, total",SP.POP.TOTL,1964,
Cyprus,CYP,"Population, total",SP.POP.TOTL,1964,
India,IND,"Population, total",SP.POP.TOTL,1964,56480289941.0
Malta,MLT,"Population, total",SP.POP.TOTL,1964,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1964,
Romania,ROU,"Population, total",SP.POP.TOTL,1964,
Serbia,SRB,"Population, total",SP.POP.TOTL,1964,
Australia,AUS,"Population, total",SP.POP.TOTL,1965,25974913204.0
Austria,AUT,"Population, total",SP.POP.TOTL,1965,9994070616.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1965,17371457608.0
Canada,CAN,"Population, total",SP.POP.TOTL,1965,54515179581.0
Chile,CHL,"Population, total",SP.POP.TOTL,1965,6026593750.0
Colombia,COL,"Population, total",SP.POP.TOTL,1965,5760761905.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1965,592981162.3
Denmark,DNK,"Population, total",SP.POP.TOTL,1965,
Estonia,EST,"Population, total",SP.POP.TOTL,1965,
Finland,FIN,"Population, total",SP.POP.TOTL,1965,8589340019.0
France,FRA,"Population, total",SP.POP.TOTL,1965,101537000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,1965,
Greece,GRC,"Population, total",SP.POP.TOTL,1965,7689154053.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1965,
Iceland,ISL,"Population, total",SP.POP.TOTL,1965,523694949.4
Ireland,IRL,"Population, total",SP.POP.TOTL,1965,2945704143.0
Italy,ITA,"Population, total",SP.POP.TOTL,1965,67978153851.0
Japan,JPN,"Population, total",SP.POP.TOTL,1965,90950278258.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1965,
Lithuania,LTU,"Population, total",SP.POP.TOTL,1965,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1965,921600736.3
Mexico,MEX,"Population, total",SP.POP.TOTL,1965,21840000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1965,21000586933.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1965,5654463586.0
Norway,NOR,"Population, total",SP.POP.TOTL,1965,8058681060.0
Poland,POL,"Population, total",SP.POP.TOTL,1965,
Portugal,PRT,"Population, total",SP.POP.TOTL,1965,4687464055.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1965,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1965,
Spain,ESP,"Population, total",SP.POP.TOTL,1965,24756958695.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1965,24795499686.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1965,15346741670.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1965,101825000000.0
United States,USA,"Population, total",SP.POP.TOTL,1965,743700000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1965,28344705967.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1965,22465522884.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1965,
Croatia,HRV,"Population, total",SP.POP.TOTL,1965,
Cyprus,CYP,"Population, total",SP.POP.TOTL,1965,
India,IND,"Population, total",SP.POP.TOTL,1965,59554854576.0
Malta,MLT,"Population, total",SP.POP.TOTL,1965,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1965,
Romania,ROU,"Population, total",SP.POP.TOTL,1965,
Serbia,SRB,"Population, total",SP.POP.TOTL,1965,
Australia,AUS,"Population, total",SP.POP.TOTL,1966,27306529287.0
Austria,AUT,"Population, total",SP.POP.TOTL,1966,10887682273.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1966,18651883472.0
Canada,CAN,"Population, total",SP.POP.TOTL,1966,61088384037.0
Chile,CHL,"Population, total",SP.POP.TOTL,1966,7072641026.0
Colombia,COL,"Population, total",SP.POP.TOTL,1966,5428518519.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1966,647305630.2
Denmark,DNK,"Population, total",SP.POP.TOTL,1966,11931739859.0
Estonia,EST,"Population, total",SP.POP.TOTL,1966,
Finland,FIN,"Population, total",SP.POP.TOTL,1966,9208524505.0
France,FRA,"Population, total",SP.POP.TOTL,1966,110046000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,1966,
Greece,GRC,"Population, total",SP.POP.TOTL,1966,8591517944.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1966,
Iceland,ISL,"Population, total",SP.POP.TOTL,1966,628893310.4
Ireland,IRL,"Population, total",SP.POP.TOTL,1966,3104034393.0
Italy,ITA,"Population, total",SP.POP.TOTL,1966,73654870011.0
Japan,JPN,"Population, total",SP.POP.TOTL,1966,105628000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1966,
Lithuania,LTU,"Population, total",SP.POP.TOTL,1966,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1966,968440149.5
Mexico,MEX,"Population, total",SP.POP.TOTL,1966,24320000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1966,22867203317.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1966,5863733231.0
Norway,NOR,"Population, total",SP.POP.TOTL,1966,8696460205.0
Poland,POL,"Population, total",SP.POP.TOTL,1966,
Portugal,PRT,"Population, total",SP.POP.TOTL,1966,5135387846.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1966,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1966,
Spain,ESP,"Population, total",SP.POP.TOTL,1966,28721062242.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1966,26971486546.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1966,16480058705.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1966,108573000000.0
United States,USA,"Population, total",SP.POP.TOTL,1966,815000000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1966,28630474728.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1966,28283323733.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1966,
Croatia,HRV,"Population, total",SP.POP.TOTL,1966,
Cyprus,CYP,"Population, total",SP.POP.TOTL,1966,
India,IND,"Population, total",SP.POP.TOTL,1966,45865462034.0
Malta,MLT,"Population, total",SP.POP.TOTL,1966,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1966,
Romania,ROU,"Population, total",SP.POP.TOTL,1966,
Serbia,SRB,"Population, total",SP.POP.TOTL,1966,
Australia,AUS,"Population, total",SP.POP.TOTL,1967,30441258820.0
Austria,AUT,"Population, total",SP.POP.TOTL,1967,11579431669.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1967,19992040788.0
Canada,CAN,"Population, total",SP.POP.TOTL,1967,65668655501.0
Chile,CHL,"Population, total",SP.POP.TOTL,1967,7013196078.0
Colombia,COL,"Population, total",SP.POP.TOTL,1967,5825170438.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1967,699456618.9
Denmark,DNK,"Population, total",SP.POP.TOTL,1967,13059064375.0
Estonia,EST,"Population, total",SP.POP.TOTL,1967,
Finland,FIN,"Population, total",SP.POP.TOTL,1967,9368954010.0
France,FRA,"Population, total",SP.POP.TOTL,1967,118973000000.0
